Assembly Accession	Assembly Name	Organism Name	Assembly Stats Total Sequence Length	Assembly Level	Assembly Release Date	Assembly Stats Number of Scaffolds	Annotation BUSCO Complete 	Annotation BUSCO Single Copy 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Missing 	Annotation BUSCO Lineage 
GCA_004143765.1	ASM414376v1	Drosophila melanica	149951920	Scaffold	2019-02-06	17413						
GCA_017607525.1	ASM1760752v1	Pseudoatta argentina	280199293	Scaffold	2021-03-29	2998						
GCA_900480035.1	Euro	Eupelmus urozonus	376747980	Scaffold	2018-07-06	240114						
GCA_902141385.1	2S_Tcm_b3v08	Timema californicum	1220418541	Scaffold	2019-06-19	660024						
GCA_913698155.1	Slati1	Sceptobius lativentris	1301763	Contig	2021-09-13							
GCA_913698005.1	Psono2	Platyusa sonomae	1492063	Contig	2021-09-13							
GCA_030522765.1	LBBE_Ophi_B_V1	Ophioninae sp. B BG-2022a	297010098	Scaffold	2023-07-24	121865						
GCA_002245475.1	Cvi_v1	Calephelis virginiensis	855081797	Scaffold	2017-08-10	67159						
GCA_011638315.1	Tpar.v1.0	Tetramorium parvispinum	229641016	Scaffold	2020-03-23	28196						
GCA_027563995.1	ASM2756399v1	Papilio gigon	223974696	Scaffold	2023-01-03	17449						
GCA_027575185.1	ASM2757518v1	Mimaenictus wilsoni	230301757	Scaffold	2023-01-06	84436						
GCA_910591695.1	Galerucella pusilla genome assembly	Galerucella pusilla	513237794	Scaffold	2021-07-07	40929						
GCA_913697995.1	Sanch3	Stiretrus anchorago	1487154	Contig	2021-09-13							
GCA_000956215.1	ASM95621v1	Anopheles farauti No. 4	146379160	Contig	2015-03-19							
GCA_030522585.1	LBBE_Apseudococci_V1	Anagyrus pseudococci	308139977	Scaffold	2023-07-24	207515						
GCA_014622435.1	KFU_Ppem_1.0	Polypedilum pembai	122915671	Scaffold	2020-09-17	4662						
GCA_030264715.1	Caltech_Adi_1.0	Adinopsis sp. GC000173	205153063	Scaffold	2023-06-13	24720						
GCA_907164665.1	Colias_nastes	Colias nastes	479220691	Scaffold	2023-05-18	46249						
GCA_003063765.1	AZXXP	Aphaenogaster fulva	346134187	Scaffold	2018-04-23	7032						
GCA_004149465.1	ASM414946v1	Drosophila nigromelanica	155317739	Scaffold	2019-02-06	52483						
GCA_003063815.1	AJDMW	Aphaenogaster rudis	395412201	Scaffold	2018-04-23	7404						
GCA_907164685.1	Colias_eurytheme_alba	Colias eurytheme	485524723	Scaffold	2023-05-18	47468						
GCA_003063865.1	AZXXN	Aphaenogaster picea	386044929	Scaffold	2018-04-23	6810						
GCA_010645135.1	Tetragonula_clypearis_1.1	Tetragonula clypearis	294049662	Contig	2020-02-14							
GCA_014839585.1	ASM1483958v1	Pseudomyrmex concolor	196807752	Scaffold	2020-09-30	28854						
GCA_022063505.1	RBINS_Cgran_v1	Calosoma granatense	167871001	Scaffold	2022-02-08	6044						
GCA_023345965.1	ASM2334596v1	Chironomidae sp.	50753847	Contig	2022-05-12							
GCA_913698015.1	Oopac6	Oxypoda opaca	1497231	Contig	2021-09-13							
GCA_003595255.1	Sf_gnA	Solenopsis fugax	335323959	Scaffold	2018-09-25	81632						
GCA_030522965.1	LBBE_TryphA_V1	Tryphoninae sp. A BG-2022a	225915430	Scaffold	2023-07-24	95795						
GCA_039654345.1	ASM3965434v1	Cataglyphis cursor	303035183	Scaffold	2024-05-16	241543						
GCA_022817305.1	ASM2281730v1	Leptoteleia sp. ZL-2020	281660011	Scaffold	2022-04-05	66714						
GCA_018845635.1	ASM1884563v1	Nicrophorus orbicollis	192639440	Scaffold	2021-06-11	14778						
GCA_900490025.1	Mdor	Megastigmus dorsalis	589959111	Scaffold	2018-07-01	148702						
GCA_022816865.1	ASM2281686v1	Zelostemma sp. ZL-2020	149861818	Scaffold	2022-04-05	37730						
GCA_035582955.1	ASM3558295v1	Sycophila texana	288844635	Scaffold	2024-01-11	55238						
GCA_018905695.1	ASM1890569v1	Drosophila chauvacae	133641973	Scaffold	2021-06-16	27570						
GCA_035047105.1	ASM3504710v1	Galeopsomyia nigrocyanea	268692584	Scaffold	2024-01-03	54207						
GCA_032275145.1	ASM3227514v1	Synergus laeviventris	223165546	Scaffold	2023-10-02	24104						
GCA_902141375.1	1S_Tps_b3v08	Timema poppensis	1137318704	Scaffold	2019-06-19	564266						
GCA_018905715.1	ASM1890571v1	Drosophila lini	133806944	Scaffold	2021-06-16	27569						
GCA_030522725.1	LBBE_Ichneu_B_V1	Ichneumoninae sp. B BG-2022a	269787911	Scaffold	2023-07-24	73595						
GCA_003054995.1	ASM305499v1	Aleochara bilineata	85899700	Scaffold	2018-04-17	33003						
GCA_913698135.1	Lappe4	Labidopullus appendiculatus	1332357	Contig	2021-09-15							
GCA_030522665.1	LBBE_Ichneu_A_V1	Ichneumoninae sp. A BG-2022a	270073657	Scaffold	2023-07-24	98142						
GCA_001625245.1	3306_assembly_v2	Calycopis cecrops	728788927	Scaffold	2016-04-21	60049						
GCA_010014905.2	ASM1001490v2	Druon quercuslanigerum	1254097287	Scaffold	2022-10-20	217847						
GCA_913698475.1	Gbili3	Gnoriste bilineata	1188102	Contig	2021-09-13							
GCA_022817685.1	ASM2281768v1	Aradophagus sp. ZL-2020	246064364	Scaffold	2022-04-05	70572						
GCA_913698375.1	Cmasu2	Ceroptres masudai	1295004	Contig	2021-09-13							
GCA_018904695.1	ASM1890469v1	Drosophila parvula	143573646	Scaffold	2021-06-16	38526						
GCA_039654365.1	ASM3965436v1	Cataglyphis livida	308462804	Scaffold	2024-05-16	250815						
GCA_018244795.1	SRR9330700	Parelbella ahira ahira	346315976	Contig	2021-05-03							
GCA_017607565.1	ASM1760756v1	Acromyrmex heyeri	295598610	Scaffold	2021-03-29	11183						
GCA_033557875.1	ASM3355787v1	Quadriops clusia	191567998	Contig	2023-11-13							
GCA_010645185.1	Tetragonula_hockingsi_1.1	Tetragonula hockingsi	307102115	Contig	2020-02-14							
GCA_035582935.1	ASM3558293v1	Ormyrus thymus	297677586	Scaffold	2024-01-11	53484						
GCA_025469315.1	ASM2546931v1	Stegophylla sp. TES_Ste_2020	614643486	Scaffold	2022-09-28	317802						
GCA_039654425.1	ASM3965442v1	Cataglyphis rosenhaueri	304081628	Scaffold	2024-05-16	242946						
GCA_000956255.1	ASM95625v1	Anopheles punctulatus	146157495	Contig	2015-03-19							
GCA_913698245.1	Btrans1	Bembidion nr. transversale OSAC:DRMaddison DNA3205	1417452	Contig	2021-09-13							
GCA_033557805.1	ASM3355780v1	Phaenonotum sp. SLE1380	28698362	Contig	2023-11-13							
GCA_031763485.1	ASM3176348v1	Osmoderma eremita	494657145	Scaffold	2023-09-20	112634						
GCA_913698125.1	Blapp1	Bembidion lapponicum	1266633	Contig	2021-09-13							
GCA_018874675.1	ASM1887467v1	Drosophila baimaii	175823710	Scaffold	2021-06-14	57564						
GCA_022817325.1	ASM2281732v1	Idris sp. 1 HC-2018	218136885	Scaffold	2022-04-05	39431						
GCA_032362435.1	ASM3236243v1	Melikaiella ostensackeni	1090100970	Scaffold	2023-10-04	133974						
GCA_037414775.1	ASM3741477v1	Zonitis immaculata	102043723	Scaffold	2024-03-20	16196						
GCA_900064475.1	PLON	Pseudococcus longispinus	284990201	Scaffold	2016-03-27	66857						
GCA_900474315.1	Taur	Torymus auratus	410910949	Scaffold	2018-12-05	232092						
GCA_030347285.1	UoO_Mhyp	Microctonus hyperodae	106708529	Scaffold	2023-06-27	3663						
GCA_018251015.1	SRR7174453	Phocides pigmalion okeechobee	416404118	Contig	2021-05-03							
GCA_030264135.1	Caltech_Myl_1.0	Myllaena sp. GC000078	119221412	Scaffold	2023-06-13	19251						
GCA_018246255.1	SRR8954525	Pachliopta kotzebuea	298781924	Contig	2021-05-03							
GCA_006980735.1	ASM698073v1	Dasypogon diadema	505154499	Scaffold	2019-07-15	96046						
GCA_035586675.1	ASM3558667v1	Eurytoma californica	320861888	Scaffold	2024-01-11	64867						
GCA_037414795.1	ASM3741479v1	Stenodera caucasica	92694232	Scaffold	2024-03-20	12199						
GCA_026546915.1	ASM2654691v1	Sylvicola fuscatus	127380005	Scaffold	2022-11-30	15350						
GCA_018238005.1	DRR087481	Eurema mandarina	265962552	Contig	2021-05-03							
GCA_025433975.1	ASM2543397v1	Liostenogaster flavolineata	291276899	Scaffold	2022-09-27	3541						
GCA_022683975.1	ASM2268397v1	Rhyacophila evoluta	565818603	Scaffold	2022-03-23	114054						
GCA_018904745.1	ASM1890474v1	Drosophila orosa	142361551	Scaffold	2021-06-16	35948						
GCA_011634745.2	ASM1163474v2	Catotricha subobsoleta	276931238	Scaffold	2022-10-20	61491						
GCA_030522625.1	LBBE_Caretas_V1	Copidosoma aretas	766943266	Scaffold	2023-07-24	389677						
GCA_036873485.1	ASM3687348v1	Torymus texanus	482628664	Scaffold	2024-02-26	119974						
GCA_030522825.1	LBBE_Porseoliae_V1	Platygaster orseoliae	395793325	Scaffold	2023-07-24	215893						
GCA_030264535.1	Caltech_Lnew_1.0	Liometoxenus newtonarum	182086385	Scaffold	2023-06-13	33585						
GCA_018249125.1	SRR7174410	Asbolis capucinus	428890657	Contig	2021-05-03							
GCA_018245475.1	SRR8954535	Pharmacophagus antenor	355334115	Contig	2021-05-03							
GCA_019419845.2	ASM1941984v2	Weissflogia rhopalogaster	235096160	Scaffold	2022-11-30	157421						
GCA_032275165.1	ASM3227516v1	Synergus magnus	280044959	Scaffold	2023-10-02	37368						
GCA_022817645.1	ASM2281764v1	Ceratoteleas bidentatus	389480550	Scaffold	2022-04-05	150447						
GCA_018249875.1	SRR7174573	Cecropterus toxeus	462106029	Contig	2021-05-03							
GCA_027564355.1	ASM2756435v1	Penthetria funebris	274569077	Scaffold	2023-01-03	58607						
GCA_022817425.1	ASM2281742v1	Gryon sp. ZL-2020	351408921	Scaffold	2022-04-05	197609						
GCA_032164275.1	ASM3216427v1	Synergus coniferae	220388603	Scaffold	2023-09-28	32397						
GCA_033557785.1	ASM3355778v1	Enochrus cinctus	150377673	Contig	2023-11-13							
GCA_900490015.1	Msti	Megastigmus stigmatizans	577887951	Scaffold	2018-07-01	182990						
GCA_030522805.1	LBBE_Labnormis_V1	Leptomastidea abnormis	352789018	Scaffold	2023-07-24	231973						
GCA_018397195.1	ASM1839719v1	Lethrus apterus	286931630	Scaffold	2021-05-18	66933						
GCA_011762715.2	ASM1176271v2	Neuroterus valhalla	1019991598	Scaffold	2023-02-09	248663						
GCA_009867245.2	ASM986724v2	Adranes taylori	887794503	Scaffold	2023-01-03	325912						
GCA_027564075.1	ASM2756407v1	Bolitophila hybrida	249061758	Scaffold	2023-01-03	53300						
GCA_033557775.1	ASM3355777v1	Berosus sp. SLE1611	20435125	Contig	2023-11-13							
GCA_018230445.1	SRR3102337	Heliconius hewitsoni	325393557	Contig	2021-05-03							
GCA_027574965.2	Caltech_Esim_1.0	Ecitophya simulans	219669815	Scaffold	2023-06-22	32522						
GCA_022817045.1	ASM2281704v1	Psix sp. ZL-2020	281293135	Scaffold	2022-04-05	126019						
GCA_004026295.1	ASM402629v1	Diptera sp. S2_005_002R2	43768535	Scaffold	2019-01-16	8507						
GCA_018246895.1	SRR9330671	Aspitha aspitha aspitha	281658474	Contig	2021-05-03							
GCA_018245675.1	SRR9330717	Agara michaeli	284224238	Contig	2021-05-03							
GCA_030264215.1	Caltech_Geo_1.0	Geostiba sp. GC000077	190694057	Scaffold	2023-06-13	30058						
GCA_035582995.1	ASM3558299v1	Sycophila quercilanae	290294811	Scaffold	2024-01-11	65053						
GCA_018244895.1	SRR9330669	Myscelus amystis hages	277531883	Contig	2021-05-03							
GCA_018251895.1	SRR7174357	Agathymus mariae mariae	410467974	Contig	2021-05-03							
GCA_037177015.1	ASM3717701v1	Euceroptres primus	733698540	Scaffold	2024-03-15	528841						
GCA_030523005.1	LBBE_TryphB_V1	Tryphoninae sp. B BG-2022a	242901863	Scaffold	2023-07-24	171692						
GCA_030522845.1	LBBE_Pconcolor_V1	Psyttalia concolor	275715496	Scaffold	2023-07-24	202369						
GCA_039654445.1	ASM3965444v1	Cataglyphis savignyi	308896961	Scaffold	2024-05-16	258057						
GCA_030522945.1	LBBE_Tnigra_V1	Trichopria nigra	454158858	Scaffold	2023-07-24	320293						
GCA_018251915.1	SRR7174352	Urbanus proteus proteus	417917816	Contig	2021-05-03							
GCA_018231225.1	SRR12057642	Noctuana stator	247846596	Contig	2021-05-03							
GCA_025447835.1	ASM2544783v1	Labidoglobus nevermanni	118831854	Scaffold	2022-09-27	71689						
GCA_015342045.1	ASM1534204v1	Leptinotarsa lineolata	647430020	Scaffold	2020-11-10	158590						
GCA_018244755.1	SRR9330724	Jemadia pseudognetus	339274523	Contig	2021-05-03							
GCA_030264655.1	Caltech_Lep_1.0	Leptusa sp. GC000079	170305557	Scaffold	2023-06-13	29204						
GCA_030522785.1	LBBE_Pequestris_V1	Platygaster equestris	317345701	Scaffold	2023-07-24	222650						
GCA_030142355.1	ASM3014235v1	Cephus fumipennis	175625453	Scaffold	2023-05-31	29372						
GCA_018237325.1	SRR10158578	Calydna sturnula	27073867	Contig	2021-05-03							
GCA_018251375.1	SRR7174409	Calpodes ethlius	415728021	Contig	2021-05-03							
GCA_010015015.2	ASM1001501v2	Bolitophila cinerea	335018599	Scaffold	2022-09-26	102924						
GCA_018248895.1	SRR7174425	Carystus phorcus	388340267	Contig	2021-05-03							
GCA_018248815.1	SRR7174434	Croniades pieria auraria	388984666	Contig	2021-05-03							
GCA_018245875.1	SRR9330684	Mysoria ambigua	353993099	Contig	2021-05-03							
GCA_003055125.1	ASM305512v1	Paykullia maculata	422395093	Scaffold	2018-04-17	147653						
GCA_018905755.1	ASM1890575v1	Drosophila ohnishii	133626863	Scaffold	2021-06-16	45384						
GCA_018902275.1	ASM1890227v1	Aleiodes sp. PSUC_FEM 10030003	188372167	Scaffold	2021-06-16	72818						
GCA_010014785.2	ASM1001478v2	Anisolabis maritima	587101098	Scaffold	2022-11-21	171564						
GCA_018246595.1	SRR9330719	Mimoniades nurscia nurscia	357098734	Contig	2021-05-03							
GCA_018249975.1	SRR7174439	Passova gellias	289263005	Contig	2021-05-03							
GCA_027564815.1	ASM2756481v1	Symmerus nobilis	310626859	Scaffold	2023-01-03	89049						
GCA_018236625.1	SRR10158583	Lasaia sula peninsularis	516358800	Contig	2021-05-03							
GCA_015342065.1	ASM1534206v1	Leptinotarsa undecemlineata	639105767	Scaffold	2020-11-10	169047						
GCA_018245575.1	SRR9330726	Jemadia suekentonmiller	347280927	Contig	2021-05-03							
GCA_031763665.1	ASM3176366v1	Calameuta haemorrhoidalis	235737976	Scaffold	2023-09-20	33268						
GCA_018231745.1	SRR1552522	Danaus eresimus	232968757	Contig	2021-05-03							
GCA_018244855.1	SRR9330698	Microceris merops	365057865	Contig	2021-05-03							
GCA_015342105.1	ASM1534210v1	Leptinotarsa texana	640408317	Scaffold	2020-11-10	169006						
GCA_018245595.1	SRR9330731	Microceris scylla	371329891	Contig	2021-05-03							
GCA_022817065.1	ASM2281706v1	Probaryconus sp. ZL-2020	189907129	Scaffold	2022-04-05	60336						
GCA_913698285.1	Econn1	Eriopis connexa	1070326	Contig	2021-09-13							
GCA_011057455.1	ASM1105745v1	Ganaspis sp. Gsp50	530293777	Scaffold	2020-03-02	246894						
GCA_022817085.1	ASM2281708v1	Psilanteris sp. ZL-2020	424544144	Scaffold	2022-04-05	214016						
GCA_037464815.1	ASM3746481v1	Mylabris variabilis	145426713	Scaffold	2024-03-20	37633						
GCA_008528875.1	ASM852887v1	Aulacorthum solani	316098029	Scaffold	2019-09-18	89214						
GCA_015342085.1	ASM1534208v1	Leptinotarsa defecta	623388812	Scaffold	2020-11-10	177258						
GCA_030522865.1	LBBE_Plounsbury_V1	Psyttalia lounsburyi	256451962	Scaffold	2023-07-24	215466						
GCA_028571205.2	ASM2857120v2	Hydropsyche betteni	482636278	Scaffold	2023-06-01	259830						
GCA_018874455.1	ASM1887445v1	Drosophila trapezifrons	151600198	Scaffold	2021-06-14	57930						
GCA_018245935.1	SRR9330668	Agara belti belti	285635496	Contig	2021-05-03							
GCA_030522685.1	LBBE_Eazureus_V1	Eupelmus azureus	511681720	Scaffold	2023-07-24	458237						
GCA_900474355.1	Tger	Torymus geranii	363976237	Scaffold	2018-07-01	141701						
GCA_030557295.1	Caltech_Eda_1.0	Ecitodaemon sp. MM-2014	187895586	Scaffold	2023-07-31	30823						
GCA_035041075.1	ASM3504107v1	Acraspis erinacei	1415306040	Scaffold	2024-01-03	224908						
GCA_030264695.1	Caltech_Lis_1.0	Lissagria laeviuscula	225632040	Scaffold	2023-06-13	46846						
GCA_030264155.1	Caltech_Apas_1.0	Atheta pasadenae	230256031	Scaffold	2023-06-13	46570						
GCA_018250455.1	SRR7174527	Polygonus leo	444669052	Contig	2021-05-03							
GCA_022817665.1	ASM2281766v1	Axea sp. ZL-2020	337813874	Scaffold	2022-04-05	112698						
GCA_018245615.1	SRR9330721	Mimoniades ocyalus	363161157	Contig	2021-05-03							
GCA_030522565.1	LBBE_Ccorneri_V1	Ceratosolen corneri	346658939	Scaffold	2023-07-24	249198						
GCA_030522905.1	LBBE_Tflavipes_V1	Torymus flavipes	481284680	Scaffold	2023-07-24	405369						
GCA_018245755.1	SRR9330701	Parelbella macleannani	339860544	Contig	2021-05-03							
GCA_018245835.1	SRR9330682	Mysoria sejanus stolli	359430691	Contig	2021-05-03							
GCA_011762765.2	ASM1176276v2	Rhinocypha anisoptera	1551482891	Scaffold	2022-11-30	474427						
GCA_018245735.1	SRR9330706	Microceris miodesmiata	370136681	Contig	2021-05-03							
GCA_000956275.1	ASM95627v1	Anopheles koliensis	151110088	Contig	2015-03-19							
GCA_030556245.1	Caltech_Fal_1.0	Falagria sp. GC000072	202361246	Scaffold	2023-07-31	35576						
GCA_900050545.1	TPER	Trionymus perrisii	237582517	Scaffold	2016-03-27	80386						
GCA_932066315.1	P12404_102	Andricus coriarius	1372018826	Scaffold	2022-03-11	336354						
GCA_033557495.1	ASM3355749v1	Thyregis relictus	21539563	Contig	2023-11-13							
GCA_018249415.1	SRR7174385	Phareas burnsi	480083190	Contig	2021-05-03							
GCA_030264735.1	Caltech_Gym_1.0	Gymnusa sp. GC000175	405535840	Scaffold	2023-06-13	117932						
GCA_010016005.3	ASM1001600v3	Zanna intricata	1827012383	Scaffold	2023-02-09	520106						
GCA_903986555.1	IQG0107_L5	Heterotrigona itama	262450989	Scaffold	2021-09-22	13733						
GCA_018246275.1	SRR8954521	Papilio slateri	334128330	Contig	2021-05-03							
GCA_018246295.1	SRR8954526	Papilio alexanor hazarajatica	407802670	Contig	2021-05-03							
GCA_030142435.1	ASM3014243v1	Cephus parvus	175438393	Scaffold	2023-05-31	33634						
GCA_027564275.1	ASM2756427v1	Diadocidia ferruginosa	381654596	Scaffold	2023-01-03	135439						
GCA_018245335.1	SRR9330377	Dalla quadristriga	339621683	Contig	2021-05-03							
GCA_018231765.1	SRR1552521	Danaus erippus	238325120	Contig	2021-05-03							
GCA_027574865.2	Caltech_Cven_1.0	Coproporus ventriculus	210310255	Scaffold	2023-06-22	52967						
GCA_018247895.1	SRR8954539	Parnassius honrathi	1008279180	Contig	2021-05-03							
GCA_003287335.1	Ltum_v1.0	Lednia tumana	304502267	Scaffold	2018-07-03	114548						
GCA_018250635.1	SRR7174511	Telegonus apastus	374379803	Contig	2021-05-03							
GCA_018245635.1	SRR9330718	Mimoniades versicolor eupheme	347076729	Contig	2021-05-03							
GCA_030264575.1	Caltech_Tac_1.0	Tachinus sp. AB-2021	580268556	Scaffold	2023-06-13	166487						
GCA_018250295.1	SRR7174548	Spathilepia clonius	406288921	Contig	2021-05-03							
GCA_018250275.1	SRR7174554	Udranomia eurus	340447815	Contig	2021-05-03							
GCA_037040025.1	ASM3704002v1	Sphaerogastrella javana	265229789	Scaffold	2024-03-06	324320						
GCA_902196195.1	A_rufus_b1v02	Aptinothrips rufus	339926289	Contig	2019-08-01							
GCA_018244815.1	SRR9330699	Parelbella polyzona	336277261	Contig	2021-05-03							
GCA_018231265.1	SRR12057641	Noctuana haematospila	255578086	Contig	2021-05-03							
GCA_032357855.1	ASM3235785v1	Amphibolips quercusostensackenii	1787307703	Scaffold	2023-10-04	468246						
GCA_020883555.1	orgogozo-p-161206-1	Drosophila nannoptera	134504500	Scaffold	2021-11-18	477						
GCA_018235645.1	SRR10765646	Junonia grisea	434592953	Contig	2021-05-03							
GCA_033557545.1	ASM3355754v1	Amphistomus primonactus	29999159	Contig	2023-11-13							
GCA_027564375.1	ASM2756437v1	Micropterix facetella	1041650908	Scaffold	2023-01-03	181425						
GCA_015342025.1	ASM1534202v1	Leptinotarsa tumamoca	578677183	Scaffold	2020-11-10	212353						
GCA_033557515.1	ASM3355751v1	Diorygopyx duplodentatus	497004009	Contig	2023-11-13							
GCA_027564135.1	ASM2756413v1	Lestremia cinerea	345425953	Scaffold	2023-01-03	142588						
GCA_018250115.1	SRR7174369	Doberes anticus	404243238	Contig	2021-05-03							
GCA_018906735.1	ASM1890673v1	Mesochorus sp. PSUC_FEM 10030011	195027361	Scaffold	2021-06-16	85629						
GCA_018249155.1	SRR7174408	Panoquina ocola ocola	322144322	Contig	2021-05-03							
GCA_932074435.1	P12404_104	Andricus kollari	1186781989	Scaffold	2022-03-23	352085						
GCA_018902295.1	ASM1890229v1	Dusona sp. PSUC_FEM 10030013	241082464	Scaffold	2021-06-16	107837						
GCA_018231605.1	SRR5879306	Papilio ambrax	211183974	Contig	2021-05-03							
GCA_018246775.1	SRR9330702	Parelbella machaon machaon	349978056	Contig	2021-05-03							
GCA_018231305.1	SRR12057635	Noctuana lactifera	292077182	Contig	2021-05-03							
GCA_005889595.1	DR_NNAS_KL_v1	Drosophila neonasuta	131273702	Scaffold	2019-05-29	37048						
GCA_018249915.1	SRR7174579	Cecropterus dorantes dorantes	552791610	Contig	2021-05-03							
GCA_018902335.1	ASM1890233v1	Eumacrocentrus americanus	116920496	Scaffold	2021-06-16	55732						
GCA_018249895.1	SRR7174566	Tiana niger	303468015	Contig	2021-05-03							
GCA_029304375.1	ASM2930437v1	Muscidae sp.	5763272	Scaffold	2023-03-20	1383						
GCA_027564055.1	ASM2756405v1	Neptis clinioides	340212048	Scaffold	2023-01-03	120311						
GCA_022817245.1	ASM2281724v1	Nixonia krombeini	206903708	Scaffold	2022-04-05	156916						
GCA_015342205.1	ASM1534220v1	Leptinotarsa peninsularis	558697164	Scaffold	2020-11-10	220567						
GCA_018248915.1	SRR7174422	Hesperia meskei straton	357818833	Contig	2021-05-03							
GCA_018247715.1	SRR8883892	Heliconius burneyi	582151197	Contig	2021-05-03							
GCA_027574845.2	Caltech_Dero_1.0	Deinopsis erosa	152976055	Scaffold	2023-06-22	44769						
GCA_018239345.1	SRR9330753	Oxynetra stangelandi	341111169	Contig	2021-05-03							
GCA_018249855.1	SRR8883890	Eueides tales michaeli	792524222	Contig	2021-05-03							
GCA_029304365.1	ASM2930436v1	Calliphoridae sp.	3077763	Scaffold	2023-03-20	809						
